Outfall Structure,Outfall Location,Tide Gate #,Waterway Reach,Plant,Open date/time,Close date/time,Gate Open Period
DS-N05,"Forest Glen Ave (S), West of Cicero",TG1,NBCR Upper (NSC Confluence),Stickney,4/1/2016 17:54,4/1/2016 23:07,:05:13:48
DS-N08,Mango Ave ext. (Leonard & Miltmore) (W),TG1,NBCR Upper (NSC Confluence),Stickney,4/1/2016 17:53,4/1/2016 19:42,:01:48:55
DS-N10B,Imlay St & Milwaukee (W),TG1,NBCR Upper (NSC Confluence),Stickney,4/1/2016 18:10,4/1/2016 18:26,:00:16:08
DS-N08,Mango Ave ext. (Leonard & Miltmore) (W),TG1,NBCR Upper (NSC Confluence),Stickney,4/1/2016 17:53,4/1/2016 19:42,:01:48:55
DS-N05,"Forest Glen Ave (S), West of Cicero",TG1,NBCR Upper (NSC Confluence),Stickney,4/1/2016 17:54,4/1/2016 23:07,:05:13:48
DS-N05,"Forest Glen Ave (S), West of Cicero",TG1,NBCR Upper (NSC Confluence),Stickney,4/2/2016 10:17,4/2/2016 10:20,:00:02:48
DS-N05,"Forest Glen Ave (S), West of Cicero",TG1,NBCR Upper (NSC Confluence),Stickney,4/2/2016 10:44,4/2/2016 11:58,:01:13:52
DS-N05,"Forest Glen Ave (S), West of Cicero",TG1,NBCR Upper (NSC Confluence),Stickney,4/2/2016 15:40,4/2/2016 22:10,:06:30:32
DS-N05,"Forest Glen Ave (S), West of Cicero",TG1,NBCR Upper (NSC Confluence),Stickney,4/6/2016 5:14,4/6/2016 6:59,:01:44:52
DS-M84,Roscoe St (W),TG4,NBCR Lower (NSC Confluence),Stickney,4/6/2016 11:48,4/6/2016 13:19,:01:31:00
DS-M79,Logan Blvd (W),TG2,NBCR Lower (NSC Confluence),Stickney,4/6/2016 11:21,4/6/2016 13:45,:02:23:56
DS-M79,Logan Blvd (W),TG2,NBCR Lower (NSC Confluence),Stickney,4/6/2016 13:59,4/6/2016 14:00,:00:00:44
DS-N08,Mango Ave ext. (Leonard & Miltmore) (W),TG1,NBCR Upper (NSC Confluence),Stickney,4/6/2016 11:33,4/6/2016 14:17,:02:43:24
DS-M79,Logan Blvd (W),TG2,NBCR Lower (NSC Confluence),Stickney,4/6/2016 14:34,4/6/2016 14:35,:00:00:48
DS-M84,Roscoe St (W),TG2,NBCR Lower (NSC Confluence),Stickney,4/6/2016 11:51,4/6/2016 14:36,:02:44:52
DS-M79,Logan Blvd (W),TG2,NBCR Lower (NSC Confluence),Stickney,4/6/2016 14:57,4/6/2016 14:59,:00:01:32
DS-M79,Logan Blvd (W),TG2,NBCR Lower (NSC Confluence),Stickney,4/6/2016 16:14,4/6/2016 16:15,:00:00:44
DS-N05,"Forest Glen Ave (S), West of Cicero",TG1,NBCR Upper (NSC Confluence),Stickney,4/6/2016 9:11,4/6/2016 16:29,:07:17:24
DS-M15,Kenton Ave (Kostner Ave Ext.) (N),TG2,CSSC Upper (SWRP),Stickney,4/6/2016 11:41,4/6/2016 16:30,:04:49:28
DS-M03,67th St ext. (E),TG1,CSSC Lower (SWRP),Stickney,4/6/2016 19:15,4/6/2016 21:15,:02:00:20
DS-M03,67th St ext. (E),TG1,CSSC Lower (SWRP),Stickney,4/6/2016 21:16,4/6/2016 21:18,:00:02:20
DS-M03,67th St ext. (E),TG1,CSSC Lower (SWRP),Stickney,4/6/2016 21:19,4/6/2016 21:23,:00:04:08
DS-M03,67th St ext. (E),TG1,CSSC Lower (SWRP),Stickney,4/6/2016 21:24,4/6/2016 21:25,:00:01:36
DS-M79,Logan Blvd (W),TG2,NBCR Lower (NSC Confluence),Stickney,4/20/2016 22:28,4/20/2016 22:31,:00:02:38
DS-M15,Kenton Ave (Kostner Ave Ext.) (N),TG2,CSSC Upper (SWRP),Stickney,4/20/2016 23:05,4/20/2016 23:11,:00:05:14
DS-N08,Mango Ave ext. (Leonard & Miltmore) (W),TG1,NBCR Upper (NSC Confluence),Stickney,4/20/2016 21:51,4/20/2016 23:12,:01:21:04
DS-M08,Natchez Ave ext. (S),TG1,CSSC Lower (SWRP),Stickney,4/20/2016 23:08,4/20/2016 23:14,:00:05:44
DS-N10B,Imlay St & Milwaukee (W),TG1,NBCR Upper (NSC Confluence),Stickney,4/25/2016 21:56,4/25/2016 22:22,:00:25:28
DS-M79,Logan Blvd (W),TG2,NBCR Lower (NSC Confluence),Stickney,4/25/2016 22:53,4/25/2016 22:55,:00:02:44
DS-M84,Roscoe St (W),TG4,NBCR Lower (NSC Confluence),Stickney,4/25/2016 22:54,4/25/2016 23:26,:00:31:32
DS-M84,Roscoe St (W),TG2,NBCR Lower (NSC Confluence),Stickney,4/25/2016 22:56,4/25/2016 23:27,:00:31:04
DS-M79,Logan Blvd (W),TG2,NBCR Lower (NSC Confluence),Stickney,4/25/2016 23:06,4/25/2016 23:33,:00:27:36
DS-N08,Mango Ave ext. (Leonard & Miltmore) (W),TG1,NBCR Upper (NSC Confluence),Stickney,4/25/2016 21:53,4/25/2016 23:36,:01:43:08
DS-N05,"Forest Glen Ave (S), West of Cicero",TG1,NBCR Upper (NSC Confluence),Stickney,4/25/2016 22:03,4/26/2016 0:37,:02:34:04
DS-N10B,Imlay St & Milwaukee (W),TG1,NBCR Upper (NSC Confluence),Stickney,4/27/2016 19:22,4/27/2016 19:23,:00:01:00
DS-N10B,Imlay St & Milwaukee (W),TG1,NBCR Upper (NSC Confluence),Stickney,4/27/2016 19:25,4/27/2016 19:26,:00:01:44
DS-N10B,Imlay St & Milwaukee (W),TG1,NBCR Upper (NSC Confluence),Stickney,4/27/2016 19:27,4/27/2016 19:29,:00:01:44
DS-N10B,Imlay St & Milwaukee (W),TG1,NBCR Upper (NSC Confluence),Stickney,4/27/2016 19:30,4/27/2016 19:32,:00:01:36
DS-N10B,Imlay St & Milwaukee (W),TG1,NBCR Upper (NSC Confluence),Stickney,4/27/2016 19:32,4/27/2016 19:56,:00:23:40
DS-M08,Natchez Ave ext. (S),TG1,CSSC Lower (SWRP),Stickney,4/27/2016 19:06,4/27/2016 20:09,:01:03:24
DS-N12,Caldwell Ave & Touhy Ave (Harts Rd & Touhy Ave) (E),TG1,NBCR Upper (NSC Confluence),Stickney,4/27/2016 19:35,4/27/2016 20:29,:00:54:40
DS-M03,67th St ext. (E),TG1,CSSC Lower (SWRP),Stickney,4/27/2016 20:31,4/27/2016 20:46,:00:15:12
DS-M84,Roscoe St (W),TG4,NBCR Lower (NSC Confluence),Stickney,4/27/2016 20:07,4/27/2016 20:47,:00:40:08
DS-M84,Roscoe St (W),TG2,NBCR Lower (NSC Confluence),Stickney,4/27/2016 20:08,4/27/2016 20:48,:00:39:08
DS-M03,67th St ext. (E),TG1,CSSC Lower (SWRP),Stickney,4/27/2016 20:48,4/27/2016 21:04,:00:15:24
DS-N08,Mango Ave ext. (Leonard & Miltmore) (W),TG1,NBCR Upper (NSC Confluence),Stickney,4/27/2016 19:07,4/27/2016 21:09,:02:02:04
DS-M03,67th St ext. (E),TG1,CSSC Lower (SWRP),Stickney,4/27/2016 21:09,4/27/2016 21:11,:00:02:32
DS-M79,Logan Blvd (W),TG2,NBCR Lower (NSC Confluence),Stickney,4/27/2016 19:46,4/27/2016 21:41,:01:55:12
DS-M15,Kenton Ave (Kostner Ave Ext.) (N),TG2,CSSC Upper (SWRP),Stickney,4/27/2016 20:29,4/27/2016 23:10,:02:40:44
DS-N08,Mango Ave ext. (Leonard & Miltmore) (W),TG1,NBCR Upper (NSC Confluence),Stickney,4/27/2016 22:03,4/27/2016 23:25,:01:22:20
DS-M49,Roosevelt Rd (Roosevelt & Lumber) (W),TG1,SB Chicago R,Stickney,4/28/2016 1:28,4/28/2016 1:38,:00:09:56
DS-M83,Melrose St & North Rockwell St (W),TG1,NBCR Lower (NSC Confluence),Stickney,4/28/2016 1:38,4/28/2016 1:49,:00:11:32
DS-M08,Natchez Ave ext. (S),TG1,CSSC Lower (SWRP),Stickney,4/28/2016 0:31,4/28/2016 1:57,:01:26:40
DS-M70,North Ave (E),TG1,NBCR Lower (NSC Confluence),Stickney,4/28/2016 1:57,4/28/2016 2:05,:00:08:48
DS-M45,14th St (E),TG1,SB Chicago R,Stickney,4/28/2016 1:15,4/28/2016 2:13,:00:58:40
DS-N16,Dobson St and Nordica Ave (W),TG1,NBCR Upper (NSC Confluence),Stickney,4/28/2016 1:58,4/28/2016 2:15,:00:16:32
DS-N06,Ardmore Ave (Indian & Ardmore) (W),TG1,NBCR Upper (NSC Confluence),Stickney,4/28/2016 1:52,4/28/2016 2:19,:00:27:48
DS-N11,Forestview Lane & Riverside Dr (E of Milwaukee) (W),TG1,NBCR Upper (NSC Confluence),Stickney,4/28/2016 1:47,4/28/2016 2:20,:00:32:24
DS-N04,"Cicero Ave (N), South of Forest Glen",TG2,NBCR Upper (NSC Confluence),Stickney,4/28/2016 2:20,4/28/2016 2:23,:00:03:24
DS-M30,35th St. (W),TG1,SF SB Chicago R,Stickney,4/28/2016 0:51,4/28/2016 2:35,:01:44:16
DS-M80,"Leavitt St East Bank (N), Southwest of DS-M80",TG1,NBCR Lower (NSC Confluence),Stickney,4/28/2016 1:39,4/28/2016 2:36,:00:56:32
DS-M13,"Laramie Ave ext. (Edmeir Rd, SE of SWRP guardhouse) (N)",TG1,CSSC Upper (SWRP),Stickney,4/28/2016 1:18,4/28/2016 2:36,:01:18:04
DS-M73,McLean Ave (W),TG1,NBCR Lower (NSC Confluence),Stickney,4/28/2016 1:35,4/28/2016 2:38,:01:03:04
DS-M25,Paulina St (N),TG1,SB Chicago R,Stickney,4/28/2016 1:06,4/28/2016 2:44,:01:38:32
DS-N19,Dempster St near Lincoln Ave (E),TG1,NBCR Upper (NSC Confluence),Stickney,4/28/2016 2:06,4/28/2016 2:44,:00:38:52
DS-M75,Fullerton Ave (E),TG1,NBCR Lower (NSC Confluence),Stickney,4/28/2016 2:16,4/28/2016 2:47,:00:31:00
DS-N17,Cleveland St east of Caldwell Ave (W),TG1,NBCR Upper (NSC Confluence),Stickney,4/28/2016 2:00,4/28/2016 2:48,:00:48:16
DS-M97,Pratt Ave (E),TG1,NSC Lower (NSWRP),Stickney,4/28/2016 2:05,4/28/2016 2:53,:00:48:20
DS-M97,Pratt Ave (E),TG2,NSC Lower (NSWRP),Stickney,4/28/2016 2:05,4/28/2016 2:53,:00:48:20
DS-M75,Fullerton Ave (E),TG2,NBCR Lower (NSC Confluence),Stickney,4/28/2016 2:16,4/28/2016 2:55,:00:39:32
DS-M97,North Shore Ave (E),TG3,NSC Lower (NSWRP),Stickney,4/28/2016 2:03,4/28/2016 2:59,:00:56:04
DS-M66,Blackhawk St (W),TG2,NBCR Lower (NSC Confluence),Stickney,4/28/2016 1:44,4/28/2016 3:00,:01:15:44
DS-M66,Blackhawk St (W),TG2,NBCR Lower (NSC Confluence),Stickney,4/28/2016 3:00,4/28/2016 3:03,:00:02:44
DS-N18,East of Caldwell Ave at Main St ext.(W),TG1,NBCR Upper (NSC Confluence),Stickney,4/28/2016 1:59,4/28/2016 3:03,:01:03:52
DS-M114N,Sheridan Rd (Wilmette P.S.) (W),TG1,NSC Upper (NSWRP),Stickney,4/28/2016 2:43,4/28/2016 3:05,:00:21:56
DS-M66,Blackhawk St (W),TG1,NBCR Lower (NSC Confluence),Stickney,4/28/2016 1:44,4/28/2016 3:06,:01:22:24
DS-N13R,6872 Touhy Ave (Franks and Nieman) (E),TG1,NBCR Upper (NSC Confluence),Stickney,4/28/2016 1:38,4/28/2016 3:11,:01:33:28
DS-N10A,Wildwood Ave ext. (Caldwell & Tonty) (E),TG1,NBCR Upper (NSC Confluence),Stickney,4/28/2016 1:49,4/28/2016 3:16,:01:26:32
DS-N10B,Imlay St & Milwaukee (W),TG1,NBCR Upper (NSC Confluence),Stickney,4/28/2016 1:35,4/28/2016 3:28,:01:52:20
DS-M84,Roscoe St (W),TG4,NBCR Lower (NSC Confluence),Stickney,4/28/2016 1:49,4/28/2016 3:54,:02:04:28
DS-M38,Union Ave (N),TG1,SB Chicago R,Stickney,4/28/2016 4:20,4/28/2016 4:21,:00:01:12
DS-M101,Mulford St (E),TG2,NSC Lower (NSWRP),Stickney,4/28/2016 2:29,4/28/2016 4:29,:02:00:12
DS-M38,Union Ave (N),TG1,SB Chicago R,Stickney,4/28/2016 4:28,4/28/2016 4:31,:00:02:32
DS-N18,East of Caldwell Ave at Main St ext.(W),TG1,NBCR Upper (NSC Confluence),Stickney,4/28/2016 4:28,4/28/2016 4:46,:00:18:04
DS-M25,Paulina St (N),TG1,SB Chicago R,Stickney,4/28/2016 3:45,4/28/2016 4:48,:01:03:00
DS-M61A,Fulton St & Canal St (W),TG2,NBCR Lower (NSC Confluence),Stickney,4/28/2016 4:04,4/28/2016 4:52,:00:47:04
DS-M30,35th St. (W),TG1,SF SB Chicago R,Stickney,4/28/2016 3:21,4/28/2016 4:54,:01:32:40
DS-M104W,Main St (W),TG1,NSC Upper (NSWRP),Stickney,4/28/2016 2:02,4/28/2016 4:59,:02:57:20
DS-N13R,6872 Touhy Ave (Franks and Nieman) (E),TG1,NBCR Upper (NSC Confluence),Stickney,4/28/2016 4:07,4/28/2016 5:04,:00:56:56
DS-N10A,Wildwood Ave ext. (Caldwell & Tonty) (E),TG1,NBCR Upper (NSC Confluence),Stickney,4/28/2016 4:10,4/28/2016 5:14,:01:03:56
DS-M66,Blackhawk St (W),TG2,NBCR Lower (NSC Confluence),Stickney,4/28/2016 3:55,4/28/2016 5:18,:01:23:16
DS-M66,Blackhawk St (W),TG1,NBCR Lower (NSC Confluence),Stickney,4/28/2016 3:54,4/28/2016 5:22,:01:27:28
DS-M03,67th St ext. (E),TG1,CSSC Lower (SWRP),Stickney,4/28/2016 0:37,4/28/2016 5:25,:04:47:28
DS-N10B,Imlay St & Milwaukee (W),TG1,NBCR Upper (NSC Confluence),Stickney,4/28/2016 4:04,4/28/2016 5:27,:01:22:48
DS-M80,"Leavitt St East Bank (N), Southwest of DS-M80",TG1,NBCR Lower (NSC Confluence),Stickney,4/28/2016 4:05,4/28/2016 5:33,:01:27:28
DS-M80,"Leavitt St East Bank (N), Southwest of DS-M80",TG1,NBCR Lower (NSC Confluence),Stickney,4/28/2016 5:33,4/28/2016 5:36,:00:02:52
DS-N12,Caldwell Ave & Touhy Ave (Harts Rd & Touhy Ave) (E),TG1,NBCR Upper (NSC Confluence),Stickney,4/28/2016 1:41,4/28/2016 5:46,:04:05:04
DS-M80,"Leavitt St East Bank (N), Southwest of DS-M80",TG1,NBCR Lower (NSC Confluence),Stickney,4/28/2016 5:39,4/28/2016 6:00,:00:21:12
DS-M19,California Ave (S),TG2,CSSC Upper (SWRP),Stickney,4/28/2016 3:20,4/28/2016 6:29,:03:08:36
DS-M19,California Ave (S),TG2,CSSC Upper (SWRP),Stickney,4/28/2016 6:30,4/28/2016 6:38,:00:07:56
DS-M19,California Ave (S),TG2,CSSC Upper (SWRP),Stickney,4/28/2016 6:39,4/28/2016 6:44,:00:05:00
DS-M79,Logan Blvd (W),TG2,NBCR Lower (NSC Confluence),Stickney,4/28/2016 1:23,4/28/2016 6:46,:05:23:08
DS-M79,Logan Blvd (W),TG2,NBCR Lower (NSC Confluence),Stickney,4/28/2016 6:46,4/28/2016 6:49,:00:02:52
DS-M79,Logan Blvd (W),TG2,NBCR Lower (NSC Confluence),Stickney,4/28/2016 6:51,4/28/2016 6:52,:00:00:44
DS-M21,Western Ave (S),TG2,CSSC Upper (SWRP),Stickney,4/28/2016 1:55,4/28/2016 6:56,:05:00:32
DS-M21,Western Ave (S),TG2,CSSC Upper (SWRP),Stickney,4/28/2016 7:01,4/28/2016 7:10,:00:09:04
DS-M19,California Ave (S),TG2,CSSC Upper (SWRP),Stickney,4/28/2016 7:07,4/28/2016 7:12,:00:04:24
DS-M21,Western Ave (S),TG1,CSSC Upper (SWRP),Stickney,4/28/2016 1:54,4/28/2016 7:15,:05:21:28
DS-M106E,Lake St (E),TG1,NSC Upper (NSWRP),Stickney,4/28/2016 2:25,4/28/2016 7:20,:04:54:46
DS-M11,"Imhoff Tank Stickney WRP, 54th Ct near Lorel Ave (West Side)",TG2,CSSC Upper (SWRP),Stickney,4/27/2016 21:03,4/28/2016 7:21,:10:17:12
DS-M109N,Green Bay Rd & McCormick (W),TG1,NSC Upper (NSWRP),Stickney,4/28/2016 2:12,4/28/2016 7:25,:05:13:18
DS-M84,Roscoe St (W),TG4,NBCR Lower (NSC Confluence),Stickney,4/28/2016 4:16,4/28/2016 7:25,:03:08:56
DS-N08,Mango Ave ext. (Leonard & Miltmore) (W),TG1,NBCR Upper (NSC Confluence),Stickney,4/28/2016 1:34,4/28/2016 7:25,:05:51:00
DS-M79,Logan Blvd (W),TG3,NBCR Lower (NSC Confluence),Stickney,4/28/2016 6:50,4/28/2016 7:25,:00:35:30
DS-N05,"Forest Glen Ave (S), West of Cicero",TG1,NBCR Upper (NSC Confluence),Stickney,4/28/2016 1:46,4/28/2016 7:25,:05:39:26
DS-M84,Roscoe St (W),TG2,NBCR Lower (NSC Confluence),Stickney,4/28/2016 1:50,4/28/2016 7:25,:05:35:28
DS-M15,Kenton Ave (Kostner Ave Ext.) (N),TG2,CSSC Upper (SWRP),Stickney,4/28/2016 1:01,4/28/2016 7:26,:06:24:28
DS-M105W,Greenwood St & McCormick Blvd (W),TG1,NSC Upper (NSWRP),Stickney,4/28/2016 1:59,4/28/2016 7:26,:05:27:16
"DS-M27,DS-M28,& DS-M29 (RAPS)",Racine Ave P.S. (S),All,SF SB Chicago R,Pumping Station Racine Avenue,4/28/2016 1:30,4/28/2016 7:45,:06:15:00
DS-M03,67th St ext. (E),TG1,CSSC Lower (SWRP),Stickney,4/30/2016 0:25,4/30/2016 0:27,:00:01:48
DS-M03,67th St ext. (E),TG1,CSSC Lower (SWRP),Stickney,4/30/2016 15:10,4/30/2016 15:12,:00:01:08
DS-M104E,Main St (E),TG1,NSC Upper (NSWRP),Stickney,4/30/2016 19:10,4/30/2016 19:12,:00:01:32
DS-M03,67th St ext. (E),TG1,CSSC Lower (SWRP),Stickney,4/30/2016 15:59,4/30/2016 23:16,:07:17:36
DS-M11,"Imhoff Tank Stickney WRP, 54th Ct near Lorel Ave (West Side)",TG2,CSSC Upper (SWRP),Stickney,4/30/2016 20:26,4/30/2016 23:59,:03:33:34
"DS-M27,DS-M28,& DS-M29 (RAPS)",Racine Ave P.S. (S),All,SF SB Chicago R,Pumping Station Racine Avenue,4/30/2016 17:05,4/30/2016 23:59,:06:54:59
"DS-M27,DS-M28,& DS-M29 (RAPS)",Racine Ave P.S. (S),All,SF SB Chicago R,Pumping Station Racine Avenue,5/1/2016 0:00,5/1/2016 9:50,:09:50:00
TG-NASH,Nashville Ave P.S. (S),TG2,CSSC Lower (SWRP),Stickney,5/1/2016 21:24,5/1/2016 21:53,:00:29:12
DS-N05,"Forest Glen Ave (S), West of Cicero",TG1,NBCR Upper (NSC Confluence),Stickney,5/1/2016 21:46,5/1/2016 22:10,:00:23:56
DS-M25,Paulina St (N),TG1,SB Chicago R,Stickney,5/1/2016 21:46,5/1/2016 22:10,:00:24:16
DS-M97,Pratt Ave (E),TG1,NSC Lower (NSWRP),Stickney,5/1/2016 21:56,5/1/2016 22:11,:00:14:12
DS-M97,Pratt Ave (E),TG2,NSC Lower (NSWRP),Stickney,5/1/2016 21:56,5/1/2016 22:11,:00:14:12
DS-N02,Foster Ave & Keeler (W),TG1,NBCR Upper (NSC Confluence),Stickney,5/1/2016 20:59,5/1/2016 22:15,:01:15:12
DS-M75,Fullerton Ave (E),TG1,NBCR Lower (NSC Confluence),Stickney,5/1/2016 22:10,5/1/2016 22:20,:00:10:36
DS-M80,"Leavitt St East Bank (N), Southwest of DS-M80",TG1,NBCR Lower (NSC Confluence),Stickney,5/1/2016 21:45,5/1/2016 22:24,:00:38:36
DS-M73,McLean Ave (W),TG1,NBCR Lower (NSC Confluence),Stickney,5/1/2016 21:54,5/1/2016 22:28,:00:33:12
DS-M75,Fullerton Ave (E),TG2,NBCR Lower (NSC Confluence),Stickney,5/1/2016 22:09,5/1/2016 22:32,:00:23:28
DS-M106E,Lake St (E),TG1,NSC Upper (NSWRP),Stickney,5/1/2016 21:37,5/1/2016 22:34,:00:56:56
DS-M114N,Sheridan Rd (Wilmette P.S.) (W),TG1,NSC Upper (NSWRP),Stickney,5/1/2016 21:31,5/1/2016 22:42,:01:11:12
DS-M104W,Main St (W),TG1,NSC Upper (NSWRP),Stickney,5/1/2016 21:15,5/1/2016 22:44,:01:29:16
DS-M109N,Green Bay Rd & McCormick (W),TG1,NSC Upper (NSWRP),Stickney,5/1/2016 21:45,5/1/2016 22:45,:01:00:48
DS-M66,Blackhawk St (W),TG2,NBCR Lower (NSC Confluence),Stickney,5/1/2016 21:55,5/1/2016 22:49,:00:54:04
DS-M08,Natchez Ave ext. (S),TG1,CSSC Lower (SWRP),Stickney,5/1/2016 21:23,5/1/2016 22:49,:01:25:44
DS-M66,Blackhawk St (W),TG1,NBCR Lower (NSC Confluence),Stickney,5/1/2016 21:54,5/1/2016 22:50,:00:55:28
DS-M82,Belmont Ave (W),TG1,NBCR Lower (NSC Confluence),Stickney,5/1/2016 0:11,5/1/2016 22:55,:22:44:20
DS-M79,Logan Blvd (W),TG2,NBCR Lower (NSC Confluence),Stickney,5/1/2016 21:12,5/1/2016 23:34,:02:22:00
DS-M79,Logan Blvd (W),TG3,NBCR Lower (NSC Confluence),Stickney,5/1/2016 22:13,5/1/2016 23:47,:01:34:44
DS-M15,Kenton Ave (Kostner Ave Ext.) (N),TG2,CSSC Upper (SWRP),Stickney,5/1/2016 21:40,5/1/2016 23:50,:02:10:36
DS-M03,67th St ext. (E),TG1,CSSC Lower (SWRP),Stickney,5/1/2016 23:13,5/2/2016 1:18,:02:05:36
DS-M84,Roscoe St (W),TG4,NBCR Lower (NSC Confluence),Stickney,5/1/2016 21:24,5/2/2016 1:39,:04:15:24
"DS-M27,DS-M28,& DS-M29 (RAPS)",Racine Ave P.S. (S),All,SF SB Chicago R,Pumping Station Racine Avenue,5/1/2016 20:40,5/2/2016 10:15,:13:35:00
DS-D27I,1st Ave & Oak St (W),TG2,DesPlaines Middle,Stickney,5/4/2016 2:30,5/4/2016 2:33,:00:03:06
DS-D48,40th St. ext. (40th St. & Haas) (E),TG1,DesPlaines Lower,Stickney,5/4/2016 2:31,5/4/2016 2:33,:00:02:40
DS-D41,Ogden Ave (Approx. 50' north of the bridge) (E),TG1,DesPlaines Lower,Stickney,5/4/2016 2:43,5/4/2016 2:46,:00:03:04
"DS-D47,50,51",Southview Ave and Custer (W),TG2,Salt Cr,Stickney,5/4/2016 3:01,5/4/2016 3:09,:00:08:00
DS-D32,Maybrook Dr - C&NW RR (S),TG1,DesPlaines Middle,Stickney,5/4/2016 3:38,5/4/2016 3:42,:00:03:48
DS-D31,Washington Blvd (S of Bridge) (W),TG1,DesPlaines Middle,Stickney,5/4/2016 5:08,5/4/2016 5:11,:00:03:40
"DS-D44,45",Olmstead Rd (N),TG2,DesPlaines Lower,Stickney,5/4/2016 5:57,5/4/2016 5:59,:00:02:06
DS-D35,26th St (West abutement of the bridge) (W),TG1,DesPlaines Middle,Stickney,5/4/2016 5:59,5/4/2016 6:01,:00:01:44
DS-D31,Washington Blvd (S of Bridge) (W),TG1,DesPlaines Middle,Stickney,5/4/2016 5:14,5/4/2016 6:17,:01:03:16
"DS-D37,38",30th St. and Forest Ave. (W),TG2,Salt Cr,Stickney,5/4/2016 6:04,5/4/2016 6:32,:00:27:32
DS-M03,67th St ext. (E),TG1,CSSC Lower (SWRP),Stickney,5/4/2016 3:30,5/4/2016 8:24,:04:53:56
DS-M03,67th St ext. (E),TG1,CSSC Lower (SWRP),Stickney,5/4/2016 8:25,5/4/2016 8:30,:00:05:12
DS-M03,67th St ext. (E),TG1,CSSC Lower (SWRP),Stickney,5/4/2016 8:31,5/4/2016 8:32,:00:01:00
DS-M03,67th St ext. (E),TG1,CSSC Lower (SWRP),Stickney,5/4/2016 8:34,5/4/2016 8:35,:00:01:12
DS-M75,Fullerton Ave (E),TG1,NBCR Lower (NSC Confluence),Stickney,5/4/2016 9:51,5/4/2016 13:33,:03:41:44
DS-M75,Fullerton Ave (E),TG2,NBCR Lower (NSC Confluence),Stickney,5/4/2016 9:51,5/4/2016 13:33,:03:41:44
"DS-M27,DS-M28,& DS-M29 (RAPS)",Racine Ave P.S. (S),All,SF SB Chicago R,Pumping Station Racine Avenue,5/4/2016 3:50,5/4/2016 13:45,:09:55:00
DS-M03,67th St ext. (E),TG1,CSSC Lower (SWRP),Stickney,5/9/2016 20:52,5/10/2016 1:02,:04:10:14
DS-M25,Paulina St (N),TG1,SB Chicago R,Stickney,5/10/2016 2:31,5/10/2016 2:46,:00:15:00
DS-M03,67th St ext. (E),TG1,CSSC Lower (SWRP),Stickney,5/10/2016 2:44,5/10/2016 4:28,:01:43:55
DS-M03,67th St ext. (E),TG1,CSSC Lower (SWRP),Stickney,5/10/2016 4:28,5/10/2016 4:38,:00:09:15
DS-M03,67th St ext. (E),TG1,CSSC Lower (SWRP),Stickney,5/10/2016 4:38,5/10/2016 4:42,:00:04:04
DS-M03,67th St ext. (E),TG1,CSSC Lower (SWRP),Stickney,5/10/2016 6:23,5/10/2016 10:48,:04:25:39
DS-M03,67th St ext. (E),TG1,CSSC Lower (SWRP),Stickney,5/10/2016 13:07,5/10/2016 13:10,:00:02:24
DS-M03,67th St ext. (E),TG1,CSSC Lower (SWRP),Stickney,5/10/2016 13:11,5/10/2016 13:15,:00:03:28
DS-M03,67th St ext. (E),TG1,CSSC Lower (SWRP),Stickney,5/10/2016 13:32,5/10/2016 13:34,:00:01:56
DS-M104W,Main St (W),TG1,NSC Upper (NSWRP),Stickney,5/10/2016 13:13,5/10/2016 13:39,:00:26:00
DS-D34-AI,Westchester P.S.(N),TG1,Addison Cr,Stickney,5/10/2016 12:00,5/10/2016 13:40,:01:40:00
DS-M84,Roscoe St (W),TG2,NBCR Lower (NSC Confluence),Stickney,5/10/2016 13:00,5/10/2016 13:56,:00:56:12
DS-M03,67th St ext. (E),TG1,CSSC Lower (SWRP),Stickney,5/10/2016 13:35,5/10/2016 14:10,:00:35:16
DS-M79,Logan Blvd (W),TG2,NBCR Lower (NSC Confluence),Stickney,5/10/2016 12:55,5/10/2016 14:18,:01:23:44
DS-M84,Roscoe St (W),TG4,NBCR Lower (NSC Confluence),Stickney,5/10/2016 12:58,5/10/2016 14:28,:01:29:48
"DS-M27,DS-M28,& DS-M29 (RAPS)",Racine Ave P.S. (S),All,SF SB Chicago R,Pumping Station Racine Avenue,5/10/2016 0:06,5/10/2016 23:59,:23:53:59
"DS-M27,DS-M28,& DS-M29 (RAPS)",Racine Ave P.S. (S),All,SF SB Chicago R,Pumping Station Racine Avenue,5/11/2016 0:00,5/11/2016 3:38,:03:38:00
"DS-D39,42,46",Brookfield Ave (SE wing wall of the bridge) (E),TG3,Salt Cr,Stickney,5/12/2016 2:10,5/12/2016 2:12,:00:01:08
DS-M83,Melrose St & North Rockwell St (W),TG1,NBCR Lower (NSC Confluence),Stickney,5/12/2016 2:29,5/12/2016 2:50,:00:21:04
TG-NASH,Nashville Ave P.S. (S),TG2,CSSC Lower (SWRP),Stickney,5/12/2016 2:21,5/12/2016 3:05,:00:44:32
"DS-D21,25",South Side of Lake St and East of 1st Ave,TG3,DesPlaines Middle,Stickney,5/12/2016 2:56,5/12/2016 3:12,:00:16:10
DS-D17,Herrick Ave (W),TG1,DesPlaines Middle,Stickney,5/12/2016 2:53,5/12/2016 3:12,:00:19:20
"DS-D37,38",31st St. and Forest Ave (W),TG1,Salt Cr,Stickney,5/12/2016 2:22,5/12/2016 3:12,:00:50:40
