disasterNumber,incidentType,state,county,city,zipCode,totalValidRegistrations,validCallCenterRegistrations,validWebRegistrations,validMobileRegistrations,ihpReferrals,ihpEligible,ihpAmount,haReferrals,haEligible,haAmount,onaReferrals,onaEligible,onaAmount,hash,lastRefresh,declarationDate,title,incidentBeginDate,incidentEndDate
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60638.0,2823.0,1.0,1.0,11.0,2743.0,2317.0,5871160.02,2719.0,2200.0,5381932.18,1814.0,596.0,489227.84,6707fff6132de07c768d4076d9377ad5,2014-11-23T02:46:28 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60612.0,1.0,0.0,1.0,0.0,1.0,1.0,2266.48,1.0,0.0,0.0,1.0,1.0,2266.48,406be9c22e0d959e040fbda56de41b43,2014-11-23T02:46:28 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60628.0,1.0,0.0,1.0,0.0,1.0,1.0,1887.94,1.0,1.0,1887.94,1.0,0.0,0.0,91a3859f823b4fabe28b92cd1f22e7a3,2014-11-23T02:46:28 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60620.0,1.0,0.0,1.0,0.0,1.0,1.0,6458.16,1.0,1.0,5869.29,1.0,1.0,588.87,3634add076e9da1a640683b81800458e,2014-11-23T02:46:28 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60643.0,1.0,0.0,1.0,0.0,1.0,1.0,502.82,1.0,1.0,502.82,1.0,0.0,0.0,f0dfe0606e40907ce5f3027e0b3207d4,2014-11-23T02:46:28 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60290.0,2.0,2.0,0.0,0.0,2.0,1.0,3504.96,2.0,1.0,3504.96,0.0,0.0,0.0,b1f9975f98238ca76a9dc2c7e938adb0,2014-11-23T02:46:28 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60609.0,2440.0,1.0,829.0,3.0,2300.0,1732.0,5787665.12,2240.0,1447.0,4700645.23,1801.0,851.0,1087019.89,c4b832bcdbe1d231256d7c1293c66eb1,2014-11-23T02:46:28 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60619.0,6819.0,4.0,2.0,14.0,6576.0,5371.0,16628206.05,6466.0,4821.0,14901411.06,4736.0,1975.0,1726794.99,050d9057cc59ae34566c7b5b354015c0,2014-11-23T02:46:28 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60629.0,8050.0,5.0,2.0,31.0,7768.0,6793.0,25523770.07,7658.0,6077.0,20694515.76,5841.0,3131.0,4829254.31,3423a19b316b102c2b7a529d89cb3553,2014-11-23T02:46:28 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60640.0,11.0,6.0,4.0,1.0,10.0,3.0,4878.85,10.0,1.0,3554.04,6.0,2.0,1324.81,362c89822bfc2775e20809f4889c1244,2014-11-23T02:46:28 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60651.0,2.0,0.0,2.0,0.0,2.0,2.0,962.38,2.0,1.0,503.38,2.0,1.0,459.0,decd8a13ce95942141b02cff0ad1140b,2014-11-23T02:46:28 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60624.0,2.0,0.0,2.0,0.0,2.0,1.0,1806.0,2.0,1.0,1806.0,1.0,0.0,0.0,1f6f3559749377aac338f4d173ca68b2,2014-11-23T02:46:28 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60619.0,1.0,0.0,1.0,0.0,1.0,1.0,1168.7,1.0,1.0,1168.7,0.0,0.0,0.0,38913970764db1f189df58f8f3e26e9b,2014-11-23T02:46:28 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60155.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4b30bd77d1bbc49616f845048648fde1,2014-11-23T02:46:28 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60618.0,488.0,263.0,220.0,5.0,456.0,363.0,1329713.77,445.0,320.0,990720.26,336.0,147.0,338993.51,01921dde23892914011ea824d1253fd6,2014-11-23T02:46:28 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60608.0,1130.0,695.0,433.0,1.0,1052.0,883.0,3220860.65,1026.0,790.0,2637656.58,780.0,384.0,583204.07,3b0c945bc83e6aa378b2b849228b5530,2014-11-23T02:46:28 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60628.0,7802.0,5.0,2.0,26.0,7604.0,5589.0,15409273.64,7450.0,4748.0,13625966.62,5798.0,2364.0,1783307.02,6102001d20fa0602d95cb1fb052bc55d,2014-11-23T02:46:28 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60638.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8a9c2acbb42f7027d8272cee366aa2f4,2014-11-23T02:46:28 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60639.0,3773.0,2.0,1.0,12.0,3606.0,3004.0,11551133.6,3541.0,2588.0,8908550.61,2733.0,1453.0,2642582.99,042bcefa9763422a0b0ced20662b3a24,2014-11-23T02:46:28 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60638.0,1.0,0.0,1.0,0.0,1.0,1.0,1120.82,1.0,1.0,1120.82,0.0,0.0,0.0,7f3c87f143e46f7939e29607d8a33eb1,2014-11-23T02:46:28 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60630.0,1.0,0.0,1.0,0.0,1.0,1.0,1384.03,1.0,1.0,1384.03,1.0,0.0,0.0,51b14b06dbe8f182045e341b9bcfc4d3,2014-11-23T02:46:28 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60637.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,324b64e0c9c1ede97c0bb934b5583b81,2014-11-23T02:46:28 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60652.0,1.0,0.0,1.0,0.0,1.0,1.0,2220.38,1.0,1.0,2220.38,0.0,0.0,0.0,061aa1bdd99d109bd730e95a30b785d2,2014-11-23T02:46:28 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60411.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,264e3f52c35d09058fedead4e8425e05,2014-11-23T02:46:28 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60610.0,14.0,10.0,4.0,0.0,13.0,6.0,30812.72,12.0,3.0,22761.02,13.0,4.0,8051.7,651c83b1d65a6d7b83ecec31c9d9862a,2014-11-23T02:46:28 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60620.0,7432.0,5.0,2.0,20.0,7246.0,5703.0,14783616.67,7094.0,4855.0,13142994.62,5226.0,2251.0,1640622.05,b8c4003c6d244c0463b8d6222a1f04fd,2014-11-23T02:46:28 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60630.0,109.0,42.0,66.0,0.0,108.0,72.0,201024.85,104.0,71.0,188081.47,74.0,15.0,12943.38,695c10304419dac47e27507c1a5c93e3,2014-11-23T02:46:28 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60639.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,b0817f51ffb5cf5151b0379837eb88d0,2014-11-23T02:46:28 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60632.0,1.0,0.0,1.0,0.0,1.0,1.0,3024.37,1.0,1.0,3024.37,1.0,0.0,0.0,37fb96c0824a0b68db39c7e0a9ed6095,2014-11-23T02:46:28 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60638.0,1.0,0.0,1.0,0.0,1.0,1.0,412.3,1.0,1.0,412.3,1.0,0.0,0.0,734e5fa2d98ef3664e214c5454c1b7b3,2014-11-23T02:46:28 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60641.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,ccdb0d93db0cde820e451ec179726fc5,2014-11-23T02:46:28 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60443.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,e8531963eeaf624ecb9fcee6c0234f0a,2014-11-23T02:46:28 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60611.0,1.0,1.0,0.0,0.0,1.0,1.0,1398.35,1.0,1.0,1398.35,0.0,0.0,0.0,45d1778db983a3b3877e1b023b8c3b60,2014-11-23T02:46:28 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60621.0,2286.0,1.0,604.0,6.0,2215.0,1507.0,4856881.46,2144.0,1070.0,3928556.71,1826.0,849.0,928324.75,b2f727d5814a577c761330c7faa802a0,2014-11-23T02:46:28 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60631.0,75.0,25.0,50.0,0.0,75.0,65.0,105879.13,73.0,63.0,102070.13,49.0,5.0,3809.0,59e9ecc44a3f81eb14b146fd639bf9c4,2014-11-23T02:46:28 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60609.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3e852929601b7275c9aa3c3744584af5,2014-11-23T02:46:28 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60651.0,2.0,0.0,2.0,0.0,2.0,2.0,1525.63,2.0,1.0,866.71,2.0,2.0,658.92,f9fb8444e8a7f80e860833fedcc1092b,2014-11-23T02:46:28 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60629.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,c0cace8f7a13c85f9c0f7fe7680f6147,2014-11-23T02:46:28 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60601.0,2.0,2.0,0.0,0.0,2.0,1.0,580.0,0.0,0.0,0.0,2.0,1.0,580.0,a67e45aef6f578504dfeaf001411da76,2014-11-23T02:46:28 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60613.0,7.0,3.0,4.0,0.0,6.0,3.0,20495.95,6.0,3.0,20495.95,2.0,0.0,0.0,3665e1f01341ad9950462ff156a48098,2014-11-23T02:46:28 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60651.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,482bffa7dffbaa12b7b53b8c68a0d99e,2014-11-23T02:46:28 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60623.0,3683.0,2.0,1.0,11.0,3470.0,2637.0,10748494.19,3386.0,2205.0,8152577.94,2720.0,1433.0,2595916.25,1a2a3d33ae040d565df5af5891433047,2014-11-23T02:46:28 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60633.0,169.0,103.0,66.0,0.0,160.0,111.0,272094.66,157.0,97.0,248247.75,126.0,37.0,23846.91,390876716f5caae335822f1f118c7b0e,2014-11-23T02:46:28 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60651.0,1.0,0.0,1.0,0.0,1.0,1.0,2860.34,1.0,1.0,1785.11,1.0,1.0,1075.23,5ece68170dcd827ed512f338a3c17ecf,2014-11-23T02:46:28 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60643.0,3.0,0.0,3.0,0.0,3.0,1.0,2753.08,3.0,1.0,2136.83,2.0,1.0,616.25,e3f6c41211fc73f82909990cfc4c038a,2014-11-23T02:46:28 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60619.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f4f88756b48445586d0b0bfec2abeb18,2014-11-23T02:46:28 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60643.0,2.0,0.0,2.0,0.0,2.0,2.0,3347.11,2.0,2.0,3347.11,2.0,0.0,0.0,31597c98db3c0b924d251d2b591e44ea,2014-11-23T02:46:28 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60468.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f3f9bf6094ba7380d23fcfe85381474d,2014-11-23T02:46:28 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60612.0,932.0,635.0,294.0,3.0,878.0,592.0,2216389.49,845.0,418.0,1668542.38,738.0,365.0,547847.11,b68fb33b3404f9388290b7ea335bcbb9,2014-11-23T02:46:28 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60632.0,4664.0,3.0,1.0,13.0,4452.0,3989.0,16734654.16,4399.0,3654.0,13077155.25,3352.0,1928.0,3657498.91,b275458e0f78e772bcfc484562852ce8,2014-11-23T02:46:28 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60622.0,164.0,95.0,68.0,1.0,147.0,87.0,280952.39,144.0,58.0,214811.59,115.0,49.0,66140.8,db50f6fe8248fecf5f2d0cd99dfff382,2014-11-23T02:46:28 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60619.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7866941c2b3502e462dafef044bdadcb,2014-11-23T02:46:29 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60020.0,1.0,0.0,1.0,0.0,1.0,1.0,1532.16,1.0,1.0,1532.16,1.0,0.0,0.0,b6ef82fabd8999d3a637b2ea8b23230e,2014-11-23T02:46:29 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60615.0,403.0,239.0,162.0,2.0,384.0,188.0,477919.96,369.0,146.0,412183.96,303.0,69.0,65736.0,9be1b882c66fc0cdfb2675e24554c798,2014-11-23T02:46:29 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60625.0,45.0,25.0,20.0,0.0,42.0,33.0,109598.35,39.0,30.0,89393.2,31.0,12.0,20205.15,8b85cab5910cbba53a304b13a405f043,2014-11-23T02:46:29 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60619.0,1.0,0.0,1.0,0.0,1.0,1.0,2339.63,1.0,1.0,2339.63,1.0,0.0,0.0,b46799567b03c4e6fd5c527fa5ef2d0f,2014-11-23T02:46:29 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60605.0,4.0,3.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,adc6887f7862568b73e3c27437f3d39a,2014-11-23T02:46:29 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60636.0,4792.0,3.0,1.0,17.0,4629.0,3500.0,11002316.68,4505.0,2761.0,9174627.86,3682.0,1910.0,1827688.82,dc0b65138e768506679a13e9384d882f,2014-11-23T02:46:29 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60617.0,4.0,0.0,4.0,0.0,4.0,3.0,7859.0,4.0,2.0,5944.1,3.0,2.0,1914.9,ebe610ec7cf31e8d0b4fa8b56c5f90c1,2014-11-23T02:46:29 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60628.0,1.0,0.0,1.0,0.0,1.0,1.0,7203.55,1.0,1.0,7203.55,1.0,0.0,0.0,d6f0b99518831de65b1e9feb82e5e70a,2014-11-23T02:46:29 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60649.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,a8a116cefa33f646c05b70d0e31ad13f,2014-11-23T02:46:29 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60604.0,2.0,0.0,2.0,0.0,2.0,2.0,4079.29,2.0,2.0,4079.29,2.0,0.0,0.0,ece11766c75efffc71a8d9aa529eaad1,2014-11-23T02:46:29 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60614.0,24.0,11.0,13.0,0.0,22.0,12.0,36930.75,20.0,12.0,34883.19,17.0,5.0,2047.56,62ea7c45b2a7906c9a7091599ca7c553,2014-11-23T02:46:29 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60624.0,2799.0,2.0,726.0,7.0,2655.0,1889.0,7565340.95,2553.0,1445.0,5678201.14,2157.0,1169.0,1887139.81,0329218713f71d8b424cd00b39bccfcc,2014-11-23T02:46:29 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60634.0,518.0,264.0,251.0,3.0,502.0,400.0,1144811.46,498.0,378.0,1008595.7,338.0,107.0,136215.76,bb576ae9f6b6380f4b19333a3a2d0757,2014-11-23T02:46:29 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60642.0,51.0,34.0,17.0,0.0,44.0,18.0,84161.18,40.0,15.0,69720.34,37.0,8.0,14440.84,6a49ddcc691d58584099f56f11d03681,2014-11-23T02:46:29 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60654.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0c8be0a7fd80aaf2a782a7f514cce05e,2014-11-23T02:46:29 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60684.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218ee65295127b7bd9119e0c1ae836e7,2014-11-23T02:46:29 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,66039.0,1.0,0.0,1.0,0.0,1.0,1.0,3357.96,1.0,1.0,3357.96,1.0,0.0,0.0,2c9f3e2b6eb88551efb827c34258af74,2014-11-23T02:46:29 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60624.0,1.0,0.0,1.0,0.0,1.0,1.0,1156.55,1.0,0.0,0.0,1.0,1.0,1156.55,74980fa5cb7cd421a968befccf94fa01,2014-11-23T02:46:29 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60643.0,1.0,0.0,1.0,0.0,1.0,1.0,589.86,1.0,1.0,589.86,0.0,0.0,0.0,007109f400bf5d246fc2b981363eb437,2014-11-23T02:46:29 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
