disasterNumber,incidentType,state,county,city,zipCode,validRegistrations,totalInspected,totalInspectedWithNoDamage,totalWithModerateDamage,totalWithMajorDamage,totalWithSubstantialDamage,approvedForFemaAssistance,totalApprovedIhpAmount,repairReplaceAmount,rentalAmount,otherNeedsAmount,approvedBetween1And10000,approvedBetween10001And25000,approvedBetween25001AndMax,totalMaxGrants,hash,lastRefresh
1800,Severe Storm(s),IL,Cook (County),GLENVIEW,60025,6,5,5,0,0,0,2,24144,0,22177,1967,1,1,0,0,9c47c909eacb0bc4c63d4990908a0747,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),HOMEWOOD,60430,41,38,38,0,0,0,16,53307,0,38798,14509,15,1,0,0,b4fdd9644861dd3ff3b60f92834e21c6,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),MATTESON,60443,84,78,78,0,0,0,25,89748,0,74730,15018,23,2,0,0,29f00ef4f5150b32a900d6664f3fcb05,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),NILES,60714,33,27,27,0,0,0,8,10968,0,3796,7172,8,0,0,0,1a4f43d12c7fcb1217060099a9987a74,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),OLYMPIA FIELDS,60461,15,14,14,0,0,0,5,12523,0,9886,2637,5,0,0,0,d59ac4b1d5262e3584c68355b8fc1ecf,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),RICHTON PARK,60471,75,65,65,0,0,0,16,43667,0,37959,5708,15,1,0,0,cb6a108a3396c69a7cefde4d39124e84,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),SAUK VILLAGE,60411,135,129,129,0,0,0,58,171996,0,129597,42399,55,1,2,1,eb83590dd508175820b25cb7c68c38cc,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),STEGER,60475,5,5,5,0,0,0,4,9362,0,4782,4580,4,0,0,0,2d4462757215d06d71eb3e94375cf6e8,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),WESTCHESTER,60154,12,12,12,0,0,0,5,10292,0,4462,5830,5,0,0,0,8223b0c9b95dfe97c21eca218cc084d0,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),ASHLAND AVE,60426,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5418cd41cbcd253fc0fe8868932e1699,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),BURNHAM,60633,57,52,52,0,0,0,19,53635,0,31457,22178,18,1,0,0,c398e1782a416df02f2d68d5054f356d,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60610,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3101af1ce610df2a4a41969be2e50b58,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60623,102,100,100,0,0,0,47,190244,0,117457,72787,44,2,1,0,ed43fe370752b4dc35704bb915a91bcd,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60634,6,6,6,0,0,0,2,4578,0,2454,2124,2,0,0,0,ff28648c7c59a8e8a840cbc7f83d3c61,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60645,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,badf7682eabbb7b5934d739e9517a00b,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60659,11,11,11,0,0,0,1,20911,0,20911,0,0,1,0,0,329bbb24c104c09afd2c74e1b9946827,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),CTRY CLB HLS,60478,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,359e575bd94e757bd6e26023b586cfe5,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),EVANSTON,60202,7,6,6,0,0,0,1,22786,0,22177,609,0,1,0,0,fbb7b00976ecc42f1ae090be65e2db7e,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),HANOVER PARK,60133,27,27,27,0,0,0,11,30147,0,23281,6866,10,1,0,0,071d2f94d6786827896115515adad415,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),LA GRANGE,60525,1,1,1,0,0,0,1,185,0,0,185,1,0,0,0,cf9262b46409d976f6c2bf269a69c437,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),MELROSE PARK,60160,24,23,23,0,0,0,12,42356,0,21923,20433,11,1,0,0,d5dcf6d03313efcdb8768eb6d9d58ac2,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),NORTHBROOK,60062,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,16b6428f6bc8b619e56063e3fe9d1c81,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),ORLAND PARK,60462,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,61a73861e7c9b7c6cf83a44782e19513,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),RIVERDALE,60419,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128b81ac9347e4f3370c9cd0939c35c4,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),SAULK VILLIAGE,60411,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5928cc629eb3d72125badf88c6c8583f,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),STREAMWOOD,60107,7,6,6,0,0,0,2,4344,0,0,4344,2,0,0,0,aa9a0db27753c136681e5b4b077586c2,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),BELLWOOD,60104,120,115,115,0,0,0,41,130798,0,101342,29456,37,3,1,0,77d10d14dd5c81528cc37923f8113e3f,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),CALUMET CITY,60409,585,555,555,0,0,0,225,573111,0,421550,151561,214,8,3,0,8c7ef5fce5cf931947793c0475bec472,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60615,24,22,22,0,0,0,11,52276,0,44821,7455,9,2,0,0,5e59531b4f650ad7adc91dcab4401aa6,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60625,50,42,42,0,0,0,25,121227,0,38490,82737,21,4,0,0,d8434e2fd28abced0b475d2627180e12,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60637,153,145,145,0,0,0,51,145638,0,96299,49339,49,2,0,0,0ffba69ca121d67768de593891e05a29,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60647,13,12,12,0,0,0,5,3495,0,1788,1707,5,0,0,0,9796afe66bf3353969faff0bb16c47cc,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60707,9,9,9,0,0,0,1,4176,0,0,4176,1,0,0,0,33ca51adf6e3b313fafd6f6d54306a39,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),DES PLAINES,60018,18,17,17,0,0,0,7,11113,0,6135,4978,7,0,0,0,36100cb498d8a12b8f6220373b5151e0,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),EVERGREEN PARK,60805,18,16,16,0,0,0,6,3373,0,0,3373,6,0,0,0,21706c67b4554aee91e6e8e5ff9175d8,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),HARVEY,60428,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,f0fd2eebad9930126599ba953c3e531a,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),LANSING,60438,180,162,162,0,0,0,58,171807,0,131204,40603,54,4,0,0,32d6506ec921c8eabb6dc3236db43dbd,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),MERRIONETTE PARK,60803,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11ff188a575d8bb122298528895cb14a,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),SUMMIT,60501,2,2,2,0,0,0,1,3685,0,3190,495,1,0,0,0,1b2b3bf86d9a378781a36ac4c1c448cf,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),NORTHLAKE,60164,5,4,4,0,0,0,2,18422,0,9816,8606,1,1,0,0,88321264044d213c834af37a2b17d513,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),PALOS HILLS,60465,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,49235c8cc79aa018bbc5995b876fdb3f,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),RIVER FOREST,60305,12,10,10,0,0,0,3,4405,0,3796,609,3,0,0,0,c795852fe05ed0ce008369a34780e4d8,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),SCHAUMBURG,60194,9,8,8,0,0,0,2,1684,0,0,1684,2,0,0,0,9580db96d00ccbbbe5a84eec3fd6a8ba,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),ARLINGTON HEIGHTS,60005,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,84c1239b16188ad7f7ea57cc93896954,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),BURBANK,60459,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,85d8f2bcb469621558c5098d6cdb98dd,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60609,103,98,98,0,0,0,39,119780,0,71677,48103,38,1,0,0,0c118145e372c52d69416675ec1c04a3,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60622,5,4,4,0,0,0,1,3702,0,0,3702,1,0,0,0,103201eacfec97e9a99d7ef37f437e7e,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60633,26,25,25,0,0,0,9,22529,0,17206,5323,9,0,0,0,3e700607f5517c3754f1f153fb3fd1e1,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60644,143,135,135,0,0,0,71,211188,0,106535,104653,67,3,1,0,a07fdf4bd0599df13b7bbbc555def7a9,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60657,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454afc4f8a8e3b7002dfdc78a69e33b5,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),CRESTWOOD,60445,5,5,5,0,0,0,1,3063,0,2008,1055,1,0,0,0,e242fb98291acec87d166e81c40ec8c1,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),EVANSTON,60201,17,16,16,0,0,0,3,7532,0,2008,5524,3,0,0,0,26b94b2639e1ccd8b5c01d0ac15598bd,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),GLENWOOD,60425,53,47,47,0,0,0,17,54395,0,43059,11336,16,1,0,0,2f45b03809fec6009965e9eb20494e94,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),JUSTICE,60458,9,9,9,0,0,0,1,527,0,0,527,1,0,0,0,3793203d35c5a8dda88408dd04c90d58,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),MAYWOOD,60153,170,168,168,0,0,0,39,150672,0,105717,44955,35,4,0,0,440884236cf5b782b4d779f14d428a41,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),NORRIDGE,60706,3,3,3,0,0,0,1,1613,0,0,1613,1,0,0,0,b73afedfc98ba059f540bb83238a3a35,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),ORLAND HILLS,60487,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5f0763ceeb04a2a2ad0fb67163027dfd,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),RICHTON PARK,60478,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9b960378ebcb01829a745a35ba85a2fe,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),SAUKVILLAGE,60411,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,41960497998b035039984c35327f8b20,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),STONE PARK,60165,11,11,11,0,0,0,8,24156,0,8258,15898,8,0,0,0,ef2b4362b5b702842e18dbe3ac432f1a,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),WHEELING,60090,4,3,3,0,0,0,2,3149,0,2454,695,2,0,0,0,4a6a2dbcf5762ff7429f5e13412ecf9c,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),BARTLETT,60103,25,24,24,0,0,0,15,38985,0,21104,17881,15,0,0,0,d1d781cd5079e63aab84bf2c66816f4e,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),CALUMET,60409,1,1,1,0,0,0,1,6135,0,6135,0,1,0,0,0,d29956904338debc04e436b60ff9934f,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60612,43,37,37,0,0,0,13,65560,0,43591,21969,10,2,1,0,5cd3587c84889d1c81acfb02fc1a1e6b,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60624,108,104,104,0,0,0,27,92005,0,56718,35287,25,1,1,0,3b5d8c76e6ada1f26e66e52a391eab50,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60636,320,307,307,0,0,0,113,348074,0,256488,91585,105,8,0,0,260b7cd15fbaaf654b3767dc65729ae9,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60646,7,6,6,0,0,0,1,1925,0,1788,137,1,0,0,0,672b140a41af62974be8d0eb30e97c75,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60660,4,4,4,0,0,0,2,13870,0,13870,0,2,0,0,0,a78f237c62973717afae0cad18bf8006,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),DES PLAINES,60016,134,121,121,0,0,0,66,268421,0,137109,131312,63,3,0,0,e99e0d6f70ef3072f66f5c73563eff54,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),EVANSTON,60203,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,a9a3dbdc1948234f8a6765448f7109db,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),HARVEY,60426,731,696,696,0,0,0,322,812308,6022,597714,208573,304,16,2,0,91360b9b56b648c72001af4b6932334c,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),LANCING,60438,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,d9ac6b7757dd736e04a960f4a1355d3d,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),MELROSE PARK,60164,11,10,10,0,0,0,8,21279,0,5804,15475,8,0,0,0,fb4e8b29225d6779427df1c24c2855c9,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),NORTHFIELD,60093,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,d7792dc7b5ef7113f90d4fe6dc8f9a5d,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),PALATINE,60074,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,c384f43664108658978d44d2d527e0be,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),RIVERDALE,60827,267,248,248,0,0,0,87,211809,626,144524,66659,82,5,0,0,5d05346e67edb96f4f20d13a98711690,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),SCHAUMBURG,60193,10,10,10,0,0,0,2,4644,0,0,4644,2,0,0,0,2883b014b99555b90a56d33355ebeb08,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),STREAMWWOD,60133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5bcb7e4e0aa441a2d2bbd6eef9177dc9,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),BERKELEY,60163,6,6,6,0,0,0,3,25551,0,23684,1867,2,1,0,0,1d26d23cdaef50525e7e40c488e414ad,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),CALUMETCITY,60409,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,99470de3c64f567c3396353dd4de8615,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60616,6,4,4,0,0,0,1,580,0,0,580,1,0,0,0,2988b1adc7c8906ba761f790e4362800,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60626,6,6,6,0,0,0,2,6125,0,4908,1217,2,0,0,0,decc0acfcfdf5d325a8397c0ca5c866a,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60638,20,19,19,0,0,0,11,41577,0,35776,5801,9,2,0,0,ac9b32acc8693b3f120407f1b0ed1725,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60649,186,170,170,0,0,0,70,143268,0,88593,54675,69,1,0,0,2c166b4819aad4bb046ebfba84b2edc0,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60827,96,75,75,0,0,0,9,5812,0,2774,3038,9,0,0,0,846b8ca1bda505b81e318dae91a04156,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),DIXMOOR,60426,49,45,45,0,0,0,16,69647,0,57202,12445,14,2,0,0,93d68f2bda29bfb6ef6efcd326310e52,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),FLOSSMOOR,60422,25,25,25,0,0,0,8,11088,0,4908,6180,8,0,0,0,fce4dec23d46bf42c2f4dcad1b173918,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),HARWOOD HEIGHTS,60706,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,475269dd634317e21236021736d151f9,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),RIVER GROVE,60171,23,23,23,0,0,0,13,64308,0,28979,35329,11,2,0,0,07e880cd6489bad293ad1ba0e736b78a,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),MERRIONETT PK,60803,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3b590549ecd17955d3834e9e894c06b9,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),NORTH RIVERSIDE,60546,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6bd67e26c808cd373700acecc5629d34,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),PARK FOREST,60466,156,143,143,0,0,0,45,142431,0,109622,32809,41,3,1,0,e86afab515201913f1a2037e1d989d5b,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),LINCOLNWOOD,60712,4,3,3,0,0,0,1,363,0,0,363,1,0,0,0,cb9984890305826011890bd87e76543c,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),SCHILLER PARK,60176,22,19,19,0,0,0,13,73111,0,31330,41781,12,1,0,0,d79ff4e342bb63f389e6c0eab8656f4c,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),SUMMIT ARGO,60501,5,5,5,0,0,0,3,3979,0,1788,2191,3,0,0,0,ce26c87c5252a60139e1c6f28a63d6f8,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),BLUE ISLAND,60406,102,92,92,0,0,0,13,42989,0,34858,8131,12,1,0,0,d5ce6fcc93a8ac2a2075e7191d1383dc,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),CHGO,60624,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6d023d344d08a6d78e43599c7e0d93d6,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60618,3,3,3,0,0,0,2,3829,0,1788,2041,2,0,0,0,1ad51f246ed4e773c535bb1e5c13de08,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60629,110,103,103,0,0,0,29,100421,0,81966,18455,26,3,0,0,181066245e20a1184c9f8e9802adb61c,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60640,3,3,3,0,0,0,1,3817,0,2008,1809,1,0,0,0,2b41e15e8ee1e1c50f6883542d04c08c,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60652,67,65,65,0,0,0,22,58375,0,46781,11594,21,1,0,0,00a6f7f930b585363227e4dd7bec9fa9,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO HTS,60411,11,11,11,0,0,0,6,11251,0,6916,4335,6,0,0,0,a333591c06ee8c7c987c9008089d9d7e,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),ELGIN,60120,13,12,12,0,0,0,3,1250,0,0,1250,3,0,0,0,1679e4d04cadf472fafc5ef7bfee4d9e,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),FOREST PARK,60130,17,17,17,0,0,0,3,4669,0,3796,873,3,0,0,0,83d38ef14133a4ace22afb20ac9c6876,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),HICKORY HILLS,60457,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ea5e564d268d50be79027eb5af61856c,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),LYONS,60534,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,9a2d40cbe4e5b7772a149960cc6f243a,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),MORTON GROVE,60053,9,8,8,0,0,0,1,11159,0,9834,1325,0,1,0,0,ee324803fdd35f2eea838a3c0e652251,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),OAK LAWN,60453,11,10,10,0,0,0,0,0,0,0,0,0,0,0,0,033c2211e634f9ae10a9ff0930dc00fb,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),PHOENIX,60426,66,65,65,0,0,0,23,53639,0,41905,11734,22,1,0,0,5ea362b0ccd54fbf2a4bf1f9a058848e,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),ROBBINS,60472,128,120,120,0,0,0,30,58097,0,42159,15938,29,1,0,0,2a7bb1b97ae310c21c869d5edb2f7044,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),SKOKIE,60077,44,38,38,0,0,0,6,7377,0,2008,5369,6,0,0,0,101eac4589bda8319987cd70399259b8,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),TINLEY PARK,60477,7,5,5,0,0,0,1,2639,0,2454,185,1,0,0,0,e973d202103d071fb77ff20a0d086ab8,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),ALSIP,60803,19,16,16,0,0,0,3,558,0,0,558,3,0,0,0,d419c0bcd54a9bf9b8f99251c1eb42da,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),BROADVIEW,60155,30,30,30,0,0,0,8,10055,0,4908,5147,8,0,0,0,6452b575a889937de9786f95164a13f2,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60607,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,a4e3a783fdde6aec0e82c55769a4994e,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60620,425,406,406,0,0,0,140,431847,0,334592,97255,130,8,2,0,821a2ee525cf2376d6364a6131403cb3,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60631,5,5,5,0,0,0,3,2509,0,0,2509,3,0,0,0,56d32bd6003c658c33450cd0f4516a76,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60642,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,c62f0dcdbc474c6a5c344cdd6e06d576,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60655,4,2,2,0,0,0,1,2008,0,2008,0,1,0,0,0,3a099adac8f561b2cc37e1ec640f656d,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),COUNRTY CLUB HILLS,60748,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8ae778bdaf2f3d07ca3cf0f2f149cf6b,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),ELMHURST,60126,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,bed126d27a47daf6f10f029877a65866,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),FRANKLIN PARK,60131,5,3,3,0,0,0,2,3576,0,3576,0,2,0,0,0,d4532114d1a918841972619407f7d466,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),HOFFMAN ESTATES,60169,4,2,2,0,0,0,1,2233,0,0,2233,1,0,0,0,db660f722fe1c29b1b421307d396d8dd,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),MARKHAM,60428,212,194,194,0,0,0,78,201969,0,147869,54100,73,5,0,0,28c1e513a7bfcd3c61bb4fa33362f123,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),MT PROSPECT,60056,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,e9e7b4755563f8066578d717af2aa10b,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),OAK PARK,60304,2,1,1,0,0,0,1,609,0,0,609,1,0,0,0,504fbdf3647c3969a7e0c6cecafada79,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),PROSPECT HEIGHTS,60070,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,949231511ab46533812c8d0fc1e4db0f,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),ROSEMONT,60018,8,8,8,0,0,0,7,37399,0,22996,14403,6,1,0,0,824f6c133da031876c1c8a630f31e2ce,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),SOUTH HOLLAND,60473,222,216,216,0,0,0,81,210759,0,159497,51262,77,4,0,0,9ba0c93844dbed75e0896f003c923dae,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),UNIVERSITY PK,60466,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,daf60fad67903d6354902ec159cac4d2,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),BRIDGEVIEW,60455,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3c974d79e5f4537cd6784c9337a927c4,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60477,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f552b1c433cde449f5174c619d07b214,2014-11-20T15:22:28 +00:00
